Category,subcategory,sublink,datalink
Autos,I Fought the Law ,http://www.snopes.com/autos/law/law.asp,http://www.snopes.com/autos/law/snaptrap.asp
Autos,I Fought the Law ,http://www.snopes.com/autos/law/law.asp,http://www.snopes.com/autos/law/outrun.asp
Autos,I Fought the Law ,http://www.snopes.com/autos/law/law.asp,http://www.snopes.com/autos/law/seatbelt.asp
Autos,I Fought the Law ,http://www.snopes.com/autos/law/law.asp,http://www.snopes.com/autos/law/dustbuster.asp
Autos,I Fought the Law ,http://www.snopes.com/autos/law/law.asp,http://www.snopes.com/autos/law/redcars.asp
Autos,I Fought the Law ,http://www.snopes.com/autos/law/law.asp,http://www.snopes.com/autos/law/ticket.asp
Autos,I Fought the Law ,http://www.snopes.com/autos/law/law.asp,http://www.snopes.com/autos/law/fourway.asp
Autos,I Fought the Law ,http://www.snopes.com/autos/law/law.asp,http://www.snopes.com/autos/law/airstrip.asp
Autos,I Fought the Law ,http://www.snopes.com/autos/law/law.asp,http://www.snopes.com/autos/law/stealth.asp
Autos,I Fought the Law ,http://www.snopes.com/autos/law/law.asp,http://www.snopes.com/autos/law/breath.asp
Autos,I Fought the Law ,http://www.snopes.com/autos/law/law.asp,http://www.snopes.com/autos/law/strobe.asp
Autos,I Fought the Law ,http://www.snopes.com/autos/law/law.asp,http://www.snopes.com/autos/law/tinfoil.asp
Autos,I Fought the Law ,http://www.snopes.com/autos/law/law.asp,http://www.snopes.com/autos/law/ezpass.asp
Autos,I Fought the Law ,http://www.snopes.com/autos/law/law.asp,http://www.snopes.com/autos/law/cameras.asp
Autos,I Fought the Law ,http://www.snopes.com/autos/law/law.asp,http://www.snopes.com/autos/law/idp.asp
Autos,Coupe de Grace,http://www.snopes.com/autos/grace/grace.asp,http://www.snopes.com/love/revenge/concrete.asp
Autos,Coupe de Grace,http://www.snopes.com/autos/grace/grace.asp,http://www.snopes.com/autos/grace/bikers.asp
Autos,Coupe de Grace,http://www.snopes.com/autos/grace/grace.asp,http://www.snopes.com/love/revenge/porsche.asp
Autos,Coupe de Grace,http://www.snopes.com/autos/grace/grace.asp,http://www.snopes.com/autos/grace/rattle.asp
Autos,Coupe de Grace,http://www.snopes.com/autos/grace/grace.asp,http://www.snopes.com/autos/grace/sugar.asp
Autos,Motoring Mishaps,http://www.snopes.com/autos/mishaps/mishaps.asp,http://www.snopes.com/autos/mishaps/behind.asp
Autos,Motoring Mishaps,http://www.snopes.com/autos/mishaps/mishaps.asp,http://www.snopes.com/autos/mishaps/babyroof.asp
Autos,Motoring Mishaps,http://www.snopes.com/autos/mishaps/mishaps.asp,http://www.snopes.com/autos/mishaps/beating.asp
Autos,Motoring Mishaps,http://www.snopes.com/autos/mishaps/mishaps.asp,http://www.snopes.com/autos/mishaps/mechanic.asp
Autos,Motoring Mishaps,http://www.snopes.com/autos/mishaps/mishaps.asp,http://www.snopes.com/autos/mishaps/roofman.asp
Autos,Motoring Mishaps,http://www.snopes.com/autos/mishaps/mishaps.asp,http://www.snopes.com/autos/mishaps/examiner.asp
Autos,Motoring Mishaps,http://www.snopes.com/autos/mishaps/mishaps.asp,http://www.snopes.com/autos/mishaps/gascap.asp
Autos,Motoring Mishaps,http://www.snopes.com/autos/mishaps/mishaps.asp,http://www.snopes.com/critters/mishaps/gate.asp
Autos,Motoring Mishaps,http://www.snopes.com/autos/mishaps/mishaps.asp,http://www.snopes.com/autos/mishaps/pig.asp
Autos,Cursed Cars,http://www.snopes.com/autos/cursed/cursed.asp,http://www.snopes.com/autos/cursed/spyder.asp
Autos,Cursed Cars,http://www.snopes.com/autos/cursed/cursed.asp,http://www.snopes.com/horrors/ghosts/jinxlimo.asp
Autos,Cursed Cars,http://www.snopes.com/autos/cursed/cursed.asp,http://www.snopes.com/autos/cursed/deathcar.asp
Autos,Cursed Cars,http://www.snopes.com/autos/cursed/cursed.asp,http://www.snopes.com/autos/cursed/green.asp
Autos,Cursed Cars,http://www.snopes.com/autos/cursed/cursed.asp,http://www.snopes.com/autos/cursed/peanuts.asp
Autos,Passenger Pigeons,http://www.snopes.com/autos/pigeons/pigeons.asp,http://www.snopes.com/horrors/ghosts/vanish.asp
Autos,Passenger Pigeons,http://www.snopes.com/autos/pigeons/pigeons.asp,http://www.snopes.com/autos/pigeons/twohitch.asp
Autos,Passenger Pigeons,http://www.snopes.com/autos/pigeons/pigeons.asp,http://www.snopes.com/horrors/madmen/hairyarm.asp
Autos,Dream Machines,http://www.snopes.com/autos/dream/dream.asp,http://www.snopes.com/love/revenge/porsche.asp
Autos,Dream Machines,http://www.snopes.com/autos/dream/dream.asp,http://www.snopes.com/autos/dream/rolls.asp
Autos,Dream Machines,http://www.snopes.com/autos/dream/dream.asp,http://www.snopes.com/autos/dream/deadson.asp
Autos,Dream Machines,http://www.snopes.com/autos/dream/dream.asp,http://www.snopes.com/autos/dream/elvis.asp
Autos,Dream Machines,http://www.snopes.com/autos/dream/dream.asp,http://www.snopes.com/autos/dream/57chevy.asp
Autos,Dream Machines,http://www.snopes.com/autos/dream/dream.asp,http://www.snopes.com/autos/dream/jato.asp
Autos,Pink Slips,http://www.snopes.com/autos/pinkslip/pinkslip.asp,http://www.snopes.com/autos/pinkslip/datsun.asp
Autos,Pink Slips,http://www.snopes.com/autos/pinkslip/pinkslip.asp,http://www.snopes.com/autos/techno/pushcar.asp
Autos,Pink Slips,http://www.snopes.com/autos/pinkslip/pinkslip.asp,http://www.snopes.com/autos/techno/cruise.asp
Autos,Pink Slips,http://www.snopes.com/autos/pinkslip/pinkslip.asp,http://www.snopes.com/autos/techno/choke.asp
Autos,Grand Theft Auto,http://www.snopes.com/autos/theft/theft.asp,http://www.snopes.com/autos/theft/tickets.asp
Autos,Grand Theft Auto,http://www.snopes.com/autos/theft/theft.asp,http://www.snopes.com/autos/theft/carthief.asp
Autos,Grand Theft Auto,http://www.snopes.com/autos/theft/theft.asp,http://www.snopes.com/autos/theft/siphon.asp
Autos,Grand Theft Auto,http://www.snopes.com/autos/theft/theft.asp,http://www.snopes.com/horrors/gruesome/deadgranny.asp
Autos,Grand Theft Auto,http://www.snopes.com/autos/theft/theft.asp,http://www.snopes.com/horrors/freakish/quake.asp
Autos,Techno File,http://www.snopes.com/autos/techno/techno.asp,http://www.snopes.com/autos/techno/wetroad.asp
Autos,Techno File,http://www.snopes.com/autos/techno/techno.asp,http://www.snopes.com/autos/techno/lockcode.asp
Autos,Techno File,http://www.snopes.com/autos/techno/techno.asp,http://www.snopes.com/autos/techno/heavykeys.asp
Autos,Techno File,http://www.snopes.com/autos/techno/techno.asp,http://www.snopes.com/autos/techno/sunglasses.asp
Autos,Techno File,http://www.snopes.com/autos/techno/techno.asp,http://www.snopes.com/autos/techno/pushcar.asp
Autos,Techno File,http://www.snopes.com/autos/techno/techno.asp,http://www.snopes.com/autos/techno/cruise.asp
Autos,Techno File,http://www.snopes.com/autos/techno/techno.asp,http://www.snopes.com/autos/techno/icecream.asp
Autos,Techno File,http://www.snopes.com/autos/techno/techno.asp,http://www.snopes.com/horrors/techno/radar.asp
Autos,Techno File,http://www.snopes.com/autos/techno/techno.asp,http://www.snopes.com/autos/techno/choke.asp
Autos,Techno File,http://www.snopes.com/autos/techno/techno.asp,http://www.snopes.com/autos/techno/faith.asp
Autos,Techno File,http://www.snopes.com/autos/techno/techno.asp,http://www.snopes.com/autos/techno/keyless.asp
Autos,Techno File,http://www.snopes.com/autos/techno/techno.asp,http://www.snopes.com/autos/techno/seatbelt.asp
Autos,Techno File,http://www.snopes.com/autos/techno/techno.asp,http://www.snopes.com/autos/techno/fuse.asp
Autos,Techno File,http://www.snopes.com/autos/techno/techno.asp,http://www.snopes.com/autos/techno/acetone.asp
Autos,Techno File,http://www.snopes.com/autos/techno/techno.asp,http://www.snopes.com/autos/techno/icon.asp
Autos,Techno File,http://www.snopes.com/autos/techno/techno.asp,http://www.snopes.com/autos/techno/battery.asp
Autos,Highway Hazards,http://www.snopes.com/autos/hazards/hazards.asp,http://www.snopes.com/autos/hazards/sigalert.asp
Autos,Highway Hazards,http://www.snopes.com/autos/hazards/hazards.asp,http://www.snopes.com/autos/hazards/pinklady.asp
Autos,Highway Hazards,http://www.snopes.com/autos/hazards/hazards.asp,http://www.snopes.com/horrors/robbery/carjack.asp
Autos,Highway Hazards,http://www.snopes.com/autos/hazards/hazards.asp,http://www.snopes.com/horrors/madmen/backseat.asp
Autos,Highway Hazards,http://www.snopes.com/autos/hazards/hazards.asp,http://www.snopes.com/horrors/gruesome/severed.asp
Autos,Highway Hazards,http://www.snopes.com/autos/hazards/hazards.asp,http://www.snopes.com/autos/hazards/static.asp
Autos,Highway Hazards,http://www.snopes.com/autos/hazards/hazards.asp,http://www.snopes.com/horrors/mayhem/spunkball.asp
Autos,Highway Hazards,http://www.snopes.com/autos/hazards/hazards.asp,http://www.snopes.com/autos/hazards/slimjim.asp
Autos,Highway Hazards,http://www.snopes.com/autos/hazards/hazards.asp,http://www.snopes.com/horrors/robbery/slasher.asp
Autos,Highway Hazards,http://www.snopes.com/autos/hazards/hazards.asp,http://www.snopes.com/horrors/madmen/lightsout.asp
Autos,Highway Hazards,http://www.snopes.com/autos/hazards/hazards.asp,http://www.snopes.com/autos/hazards/gasvapor.asp
Autos,Traffic Accidents,http://www.snopes.com/autos/accident/accident.asp,http://www.snopes.com/horrors/gruesome/lostwreck.asp
Autos,Traffic Accidents,http://www.snopes.com/autos/accident/accident.asp,http://www.snopes.com/autos/accident/stewart.asp
Autos,Traffic Accidents,http://www.snopes.com/autos/accident/accident.asp,http://www.snopes.com/autos/accident/seatbelt.asp
Autos,Traffic Accidents,http://www.snopes.com/autos/accident/accident.asp,http://www.snopes.com/sports/football/caraccidents.asp
Autos,Traffic Accidents,http://www.snopes.com/autos/accident/accident.asp,http://www.snopes.com/critters/snakes/accident.asp
Autos,Traffic Accidents,http://www.snopes.com/autos/accident/accident.asp,http://www.snopes.com/horrors/gruesome/crushbug.asp
Autos,Traffic Accidents,http://www.snopes.com/autos/accident/accident.asp,http://www.snopes.com/horrors/freakish/backward.asp
Autos,Traffic Accidents,http://www.snopes.com/autos/accident/accident.asp,http://www.snopes.com/horrors/gruesome/bargrill.asp
Autos,Traffic Accidents,http://www.snopes.com/autos/accident/accident.asp,http://www.snopes.com/horrors/traffic/headlights.asp
Autos,Traffic Accidents,http://www.snopes.com/autos/accident/accident.asp,http://www.snopes.com/horrors/traffic/reststop.asp
Autos,Traffic Accidents,http://www.snopes.com/autos/accident/accident.asp,http://www.snopes.com/autos/accident/armless.asp
Autos,Traffic Accidents,http://www.snopes.com/autos/accident/accident.asp,http://www.snopes.com/autos/techno/seatbelt.asp
Autos,Traffic Accidents,http://www.snopes.com/autos/accident/accident.asp,http://www.snopes.com/religion/plastic.asp
Autos,Traffic Accidents,http://www.snopes.com/autos/accident/accident.asp,http://www.snopes.com/holidays/newyears/traffic.asp
Autos,Traffic Accidents,http://www.snopes.com/autos/accident/accident.asp,http://www.snopes.com/autos/accident/airbags.asp
Business,Bank on It,http://www.snopes.com/business/bank/bank.asp,http://www.snopes.com/business/bank/nocash.asp
Business,Bank on It,http://www.snopes.com/business/bank/bank.asp,http://www.snopes.com/business/bank/barrier.asp
Business,Bank on It,http://www.snopes.com/business/bank/bank.asp,http://www.snopes.com/business/bank/guard.asp
Business,Bank on It,http://www.snopes.com/business/bank/bank.asp,http://www.snopes.com/business/bank/blackcard.asp
Business,Bank on It,http://www.snopes.com/business/bank/bank.asp,http://www.snopes.com/business/bank/treecard.asp
Business,Bank on It,http://www.snopes.com/business/bank/bank.asp,http://www.snopes.com/crime/dumdum/blankcheck.asp
Business,Bank on It,http://www.snopes.com/business/bank/bank.asp,http://www.snopes.com/business/bank/nudeid.asp
Business,Bank on It,http://www.snopes.com/business/bank/bank.asp,http://www.snopes.com/quotes/einstein/interest.asp
Business,Bank on It,http://www.snopes.com/business/bank/bank.asp,http://www.snopes.com/business/bank/loan.asp
Business,Bank on It,http://www.snopes.com/business/bank/bank.asp,http://www.snopes.com/business/bank/deposit.asp
Business,Bank on It,http://www.snopes.com/business/bank/bank.asp,http://www.snopes.com/business/bank/routingnumber.asp
Business,Bank on It,http://www.snopes.com/business/bank/bank.asp,http://www.snopes.com/business/bank/superbowl.asp
Business,Bank on It,http://www.snopes.com/business/bank/bank.asp,http://www.snopes.com/business/bank/salami.asp
Business,Bank on It,http://www.snopes.com/business/bank/bank.asp,http://www.snopes.com/business/bank/zero.asp
Business,Bank on It,http://www.snopes.com/business/bank/bank.asp,http://www.snopes.com/business/bank/takethat.asp
Business,Bank on It,http://www.snopes.com/business/bank/bank.asp,http://www.snopes.com/business/bank/deadcard.asp
Business,Bank on It,http://www.snopes.com/business/bank/bank.asp,http://www.snopes.com/business/bank/cowcheck.asp
Business,Bank on It,http://www.snopes.com/business/bank/bank.asp,http://www.snopes.com/business/bank/paidfull.asp
Business,Bank on It,http://www.snopes.com/business/bank/bank.asp,http://www.snopes.com/business/bank/pinalert.asp
Business,Bank on It,http://www.snopes.com/business/bank/bank.asp,http://www.snopes.com/business/bank/fdic.asp
Business,Money,http://www.snopes.com/business/money/money.asp,http://www.snopes.com/business/money/model-t.asp
Business,Money,http://www.snopes.com/business/money/money.asp,http://www.snopes.com/business/money/flanders.asp
Business,Money,http://www.snopes.com/business/money/money.asp,http://www.snopes.com/business/money/redensign.asp
Business,Money,http://www.snopes.com/business/money/money.asp,http://www.snopes.com/business/money/pennies.asp
Business,Money,http://www.snopes.com/business/money/money.asp,http://www.snopes.com/business/money/dime.asp
Business,Money,http://www.snopes.com/business/money/money.asp,http://www.snopes.com/business/money/cocaine.asp
Business,Money,http://www.snopes.com/business/money/money.asp,http://www.snopes.com/business/money/twodollar.asp
Business,Money,http://www.snopes.com/business/money/money.asp,http://www.snopes.com/business/money/loonie.asp
Business,Money,http://www.snopes.com/business/money/money.asp,http://www.snopes.com/business/money/quarter.asp
Business,Money,http://www.snopes.com/business/money/money.asp,http://www.snopes.com/business/money/strip.asp
Business,Money,http://www.snopes.com/business/money/money.asp,http://www.snopes.com/business/money/tacobell.asp
Business,Money,http://www.snopes.com/business/money/money.asp,http://www.snopes.com/business/money/buffalo.asp
Business,Money,http://www.snopes.com/business/money/money.asp,http://www.snopes.com/business/money/newmoney.asp
Business,Money,http://www.snopes.com/business/money/money.asp,http://www.snopes.com/business/money/travers.asp
Business,Money,http://www.snopes.com/business/money/money.asp,http://www.snopes.com/business/money/devilhead.asp
Business,Money,http://www.snopes.com/business/money/money.asp,http://www.snopes.com/business/money/pennycost.asp
Business,Money,http://www.snopes.com/business/money/money.asp,http://www.snopes.com/business/money/mister880.asp
Business,Money,http://www.snopes.com/business/money/money.asp,http://www.snopes.com/business/money/toonies.asp
Business,Money,http://www.snopes.com/business/money/money.asp,http://www.snopes.com/business/money/solomon.asp
Business,Money,http://www.snopes.com/business/money/money.asp,http://www.snopes.com/business/money/melting.asp
Business,Money,http://www.snopes.com/business/money/money.asp,http://www.snopes.com/business/money/tinfoil.asp
Business,Money,http://www.snopes.com/business/money/money.asp,http://www.snopes.com/business/money/canadatwo.asp
Business,Money,http://www.snopes.com/business/money/money.asp,http://www.snopes.com/business/money/10000.asp
Business,Business Ingenuity,http://www.snopes.com/business/genius/genius.asp,http://www.snopes.com/business/genius/alka-seltzer.asp
Business,Business Ingenuity,http://www.snopes.com/business/genius/genius.asp,http://www.snopes.com/business/genius/wire.asp
Business,Business Ingenuity,http://www.snopes.com/business/genius/genius.asp,http://www.snopes.com/business/genius/where.asp
Business,Business Ingenuity,http://www.snopes.com/business/genius/genius.asp,http://www.snopes.com/business/genius/fordpart.asp
Business,Business Ingenuity,http://www.snopes.com/business/genius/genius.asp,http://www.snopes.com/business/genius/bookkeeper.asp
Business,Business Ingenuity,http://www.snopes.com/business/genius/genius.asp,http://www.snopes.com/business/genius/flue.asp
Business,Business Ingenuity,http://www.snopes.com/business/genius/genius.asp,http://www.snopes.com/business/genius/salted.asp
Business,Business Ingenuity,http://www.snopes.com/business/genius/genius.asp,http://www.snopes.com/business/genius/driller.asp
Business,Business Ingenuity,http://www.snopes.com/business/genius/genius.asp,http://www.snopes.com/business/genius/innovate.asp
Business,Business Ingenuity,http://www.snopes.com/business/genius/genius.asp,http://www.snopes.com/business/genius/spacepen.asp
Business,Business Ingenuity,http://www.snopes.com/business/genius/genius.asp,http://www.snopes.com/business/genius/usa.asp
Business,Business Ingenuity,http://www.snopes.com/business/genius/genius.asp,http://www.snopes.com/business/genius/deceased.asp
Business,Business Ingenuity,http://www.snopes.com/business/genius/genius.asp,http://www.snopes.com/cokelore/bottleit.asp
Business,Business Ingenuity,http://www.snopes.com/business/genius/genius.asp,http://www.snopes.com/business/genius/cakemix.asp
Business,Product Origins,http://www.snopes.com/business/origins/origins.asp,http://www.snopes.com/business/origins/chips.asp
Business,Product Origins,http://www.snopes.com/business/origins/origins.asp,http://www.snopes.com/business/origins/kotex.asp
Business,Product Origins,http://www.snopes.com/business/origins/origins.asp,http://www.snopes.com/business/origins/bra.asp
Business,Product Origins,http://www.snopes.com/business/origins/origins.asp,http://www.snopes.com/business/origins/ivory.asp
Business,Product Origins,http://www.snopes.com/business/origins/origins.asp,http://www.snopes.com/business/origins/post-it.asp
Business,Product Origins,http://www.snopes.com/business/origins/origins.asp,http://www.snopes.com/music/artists/nesmith.asp
Business,Product Origins,http://www.snopes.com/business/origins/origins.asp,http://www.snopes.com/business/origins/shopcart.asp
Business,Product Origins,http://www.snopes.com/business/origins/origins.asp,http://www.snopes.com/business/origins/bottsdots.asp
Business,Product Origins,http://www.snopes.com/business/origins/origins.asp,http://www.snopes.com/business/origins/champagne.asp
Business,Product Origins,http://www.snopes.com/business/origins/origins.asp,http://www.snopes.com/business/origins/cabbage.asp
Business,Product Origins,http://www.snopes.com/business/origins/origins.asp,http://www.snopes.com/food/origins/grahamcrackers.asp
Business,Product Origins,http://www.snopes.com/business/origins/origins.asp,http://www.snopes.com/business/origins/blackinv.asp
Business,Product Origins,http://www.snopes.com/business/origins/origins.asp,http://www.snopes.com/business/origins/mcdspoon.asp
Business,Product Origins,http://www.snopes.com/business/origins/origins.asp,http://www.snopes.com/business/origins/stethoscope.asp
Business,Product Origins,http://www.snopes.com/business/origins/origins.asp,http://www.snopes.com/business/origins/fedex.asp
Business,Product Origins,http://www.snopes.com/business/origins/origins.asp,http://www.snopes.com/business/origins/playdoh.asp
Business,Consumer Relations,http://www.snopes.com/business/consumer/consumer.asp,http://www.snopes.com/business/consumer/bastard.asp
Business,Consumer Relations,http://www.snopes.com/business/consumer/consumer.asp,http://www.snopes.com/business/consumer/nissan.asp
Business,Consumer Relations,http://www.snopes.com/business/consumer/consumer.asp,http://www.snopes.com/business/consumer/roofers.asp
Business,Consumer Relations,http://www.snopes.com/business/consumer/consumer.asp,http://www.snopes.com/business/consumer/passedaway.asp
Business,Consumer Relations,http://www.snopes.com/business/consumer/consumer.asp,http://www.snopes.com/business/consumer/browns.asp
Business,Consumer Relations,http://www.snopes.com/business/consumer/consumer.asp,http://www.snopes.com/business/consumer/barrow.asp
Business,Consumer Relations,http://www.snopes.com/business/consumer/consumer.asp,http://www.snopes.com/business/consumer/bedbug.asp
Business,Consumer Relations,http://www.snopes.com/business/consumer/consumer.asp,http://www.snopes.com/love/betrayal/wifeflight.asp
Business,Consumer Relations,http://www.snopes.com/business/consumer/consumer.asp,http://www.snopes.com/business/consumer/nordstrom.asp
Business,Consumer Relations,http://www.snopes.com/business/consumer/consumer.asp,http://www.snopes.com/business/consumer/firedrill.asp
Business,Consumer Relations,http://www.snopes.com/business/consumer/consumer.asp,http://www.snopes.com/business/consumer/cabbage.asp
Business,Consumer Relations,http://www.snopes.com/business/consumer/consumer.asp,http://www.snopes.com/business/consumer/awfulreviews.asp
Business,Consumer Relations,http://www.snopes.com/business/consumer/consumer.asp,http://www.snopes.com/business/consumer/cookie.asp
Business,Consumer Relations,http://www.snopes.com/business/consumer/consumer.asp,http://www.snopes.com/racial/business/claiborne.asp
Business,Consumer Relations,http://www.snopes.com/business/consumer/consumer.asp,http://www.snopes.com/racial/business/hilfiger.asp
Business,Consumer Relations,http://www.snopes.com/business/consumer/consumer.asp,http://www.snopes.com/business/consumer/bethune.asp
Business,Consumer Relations,http://www.snopes.com/business/consumer/consumer.asp,http://www.snopes.com/business/consumer/dominos.asp
Business,Consumer Relations,http://www.snopes.com/business/consumer/consumer.asp,http://www.snopes.com/business/consumer/bethune.asp
Business,Consumer Relations,http://www.snopes.com/business/consumer/consumer.asp,http://www.snopes.com/business/consumer/hersheyban.asp
Business,Redemption Rumors,http://www.snopes.com/business/redeem/redeem.asp,http://www.snopes.com/business/redeem/tootsie.asp
Business,Redemption Rumors,http://www.snopes.com/business/redeem/redeem.asp,http://www.snopes.com/business/redeem/1943ford.asp
Business,Redemption Rumors,http://www.snopes.com/business/redeem/redeem.asp,http://www.snopes.com/business/redeem/pulltabs.asp
Business,Redemption Rumors,http://www.snopes.com/business/redeem/redeem.asp,http://www.snopes.com/business/redeem/cigarettes.asp
Business,Redemption Rumors,http://www.snopes.com/business/redeem/redeem.asp,http://www.snopes.com/business/redeem/newshoes.asp
Business,Redemption Rumors,http://www.snopes.com/business/redeem/redeem.asp,http://www.snopes.com/business/redeem/subway.asp
Business,Redemption Rumors,http://www.snopes.com/business/redeem/redeem.asp,http://www.snopes.com/business/redeem/bottlecap.asp
Business,Corporate Alliances,http://www.snopes.com/business/alliance/alliance.asp,http://www.snopes.com/business/alliance/procter.asp
Business,Corporate Alliances,http://www.snopes.com/business/alliance/alliance.asp,http://www.snopes.com/business/alliance/marlboro.asp
Business,Corporate Alliances,http://www.snopes.com/business/alliance/alliance.asp,http://www.snopes.com/cokelore/mormon.asp
Business,Corporate Alliances,http://www.snopes.com/business/alliance/alliance.asp,http://www.snopes.com/racial/business/claiborne.asp
Business,Corporate Alliances,http://www.snopes.com/business/alliance/alliance.asp,http://www.snopes.com/business/alliance/sanders.asp
Business,Corporate Alliances,http://www.snopes.com/business/alliance/alliance.asp,http://www.snopes.com/business/alliance/barcode.asp
Business,Corporate Alliances,http://www.snopes.com/business/alliance/alliance.asp,http://www.snopes.com/business/alliance/snapple.asp
Business,Corporate Alliances,http://www.snopes.com/business/alliance/alliance.asp,http://www.snopes.com/business/alliance/crown.asp
Business,Corporate Alliances,http://www.snopes.com/business/alliance/alliance.asp,http://www.snopes.com/business/alliance/troop.asp
Business,Corporate Alliances,http://www.snopes.com/business/alliance/alliance.asp,http://www.snopes.com/business/alliance/hudson.asp
Business,Corporate Alliances,http://www.snopes.com/business/alliance/alliance.asp,http://www.snopes.com/business/alliance/coors.asp
Business,Corporate Alliances,http://www.snopes.com/business/alliance/alliance.asp,http://www.snopes.com/business/alliance/swastika.asp
Business,Corporate Alliances,http://www.snopes.com/business/alliance/alliance.asp,http://www.snopes.com/business/alliance/menthol.asp
Business,Corporate Alliances,http://www.snopes.com/business/alliance/alliance.asp,http://www.snopes.com/business/alliance/timberland.asp
Business,Corporate Alliances,http://www.snopes.com/business/alliance/alliance.asp,http://www.snopes.com/business/alliance/inandout.asp
Business,Corporate Alliances,http://www.snopes.com/business/alliance/alliance.asp,http://www.snopes.com/cokelore/fanta.asp
Business,Corporate Alliances,http://www.snopes.com/business/alliance/alliance.asp,http://www.snopes.com/business/alliance/hellokitty.asp
Business,Revenge,http://www.snopes.com/business/revenge/revenge.asp,http://www.snopes.com/business/revenge/lowes.asp
Business,Hidden Persuaders,http://www.snopes.com/business/hidden/hidden.asp,http://www.snopes.com/business/hidden/camel.asp
Business,Hidden Persuaders,http://www.snopes.com/business/hidden/hidden.asp,http://www.snopes.com/business/hidden/popcorn.asp
Business,Hidden Persuaders,http://www.snopes.com/business/hidden/hidden.asp,http://www.snopes.com/business/hidden/rolling.asp
Business,Hidden Persuaders,http://www.snopes.com/business/hidden/hidden.asp,http://www.snopes.com/business/hidden/coolcans.asp
Business,Hidden Persuaders,http://www.snopes.com/business/hidden/hidden.asp,http://www.snopes.com/business/hidden/nike.asp
Business,Hidden Persuaders,http://www.snopes.com/business/hidden/hidden.asp,http://www.snopes.com/business/hidden/chipshot.asp
Business,Hidden Persuaders,http://www.snopes.com/business/hidden/hidden.asp,http://www.snopes.com/business/hidden/renuzit.asp
Business,Hidden Persuaders,http://www.snopes.com/business/hidden/hidden.asp,http://www.snopes.com/business/hidden/sears.asp
Business,Hidden Persuaders,http://www.snopes.com/business/hidden/hidden.asp,http://www.snopes.com/business/hidden/heinz57.asp
Business,Hidden Persuaders,http://www.snopes.com/business/hidden/hidden.asp,http://www.snopes.com/business/hidden/peta.asp
Business,Hidden Persuaders,http://www.snopes.com/business/hidden/hidden.asp,http://www.snopes.com/business/hidden/tombihn.asp
Business,Hidden Persuaders,http://www.snopes.com/business/hidden/hidden.asp,http://www.snopes.com/business/hidden/vans.asp
Business,Hidden Persuaders,http://www.snopes.com/business/hidden/hidden.asp,http://www.snopes.com/business/hidden/biscuittin.asp
Business,Secret Ingredients,http://www.snopes.com/business/secret/secret.asp,http://www.snopes.com/business/secret/carmex.asp
Business,Secret Ingredients,http://www.snopes.com/business/secret/secret.asp,http://www.snopes.com/racial/business/tropical.asp
Business,Secret Ingredients,http://www.snopes.com/business/secret/secret.asp,http://www.snopes.com/horrors/food/corona.asp
